,0,1,2,3
38,-2.086633769158761,-1.369652037260943,-1.6101654166054968,-1.4228837554602833
39,-1.406947848867682,-1.9229084972555524,-2.4837492775845185,-1.410291021422867
40,-1.9564562652032662,-2.1628938335739556,-1.5104162973530415,-1.3950493771080392
41,-1.4183076010420066,-1.4103013158697235,-1.5934224912800177,-1.5654780716173733
42,-1.4384588466433392,-1.8325502463151133,-1.3918198269713808,-2.737009533231917
43,-1.4185889761058517,-1.433482465548998,-1.7916684525387971,-1.4159589839568114
44,-2.3122371784770377,-1.4125088999327589,-1.4273921148063338,-1.5248868546403804
45,-1.4178893672343806,-1.9149837744027995,-1.6041741830146956,-2.559119578926528
46,-1.8228899650020658,-1.471851491740065,-1.4428858791417338,-2.1292809997334636
47,-1.3745406156536784,-1.855037932819419,-1.4199028721181772,-1.407748466944401
48,-1.4012957058500402,-1.5663785134233472,-1.39948366721191,-1.4012758409886534
49,-1.5185228276031915,-1.397351494026314,-1.3785917937894048,-1.6685421611175655
50,-1.789914139624909,-1.409881023903063,-1.689276688242169,-1.6040875481633734
51,-1.3870344531079128,-1.5423539299500415,-1.4855837931451268,-1.4571724126250598
52,-1.9768959929100018,-1.4984506718786061,-1.4144330942734646,-1.689429654924679
53,-1.3993943321134767,-1.5457539371501061,-1.3998228082138324,-1.3614619009015159
54,-2.0470184875675055,-1.4698810731372889,-1.4012053938604625,-1.5719447979980505
55,-1.4075958771702788,-1.6371239117234015,-1.5728690422175702,-1.4069062642073646
56,-1.9171510135324437,-1.464094408243557,-2.0597960804990514,-1.9013315141167
57,-1.4817385270360075,-1.7909494770131504,-1.6274062706728567,-1.3858763702591055
58,-1.9895287280093197,-1.5356500494390226,-1.7003515816050185,-1.6650460994651222
59,-1.7380675308032645,-2.057212999616503,-1.394931920058098,-1.352175166008145
60,-2.0723113280059073,-1.815379290796177,-1.416263546535821,-1.5369764735759828
61,-1.4059416985348607,-1.399606170703865,-1.401461684291172,-1.4653136389221744
62,-1.5955247171992804,-1.505244358033124,-1.525501791612666,-1.375240249641984
63,-2.7260411247329808,-1.496410535947917,-1.6930095441524793,-2.943481797358727
64,-1.498100518749899,-1.3706414543164007,-1.9796499081497665,-1.8708216640835387
65,-1.5289300761060378,-1.3723393699049244,-1.412826417674404,-1.4631317123734005
66,-1.4488930965475675,-1.6457648586801998,-1.464101685304061,-1.3908343087282065
67,-1.5878581173596513,-1.4130031134521592,-1.479284907830635,-1.5436691091703612
68,-1.608950199652781,-1.3766642089217103,-1.4949508092150083,-1.4086532525213444
