,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-3.088908658935589,-2.774217060859037,-2.9085737501383773,-2.5625642689861032,-2.2406872499153874,-2.230454360793903,-2.0085435541089613,-2.0904476908955054,-2.2506635590388413,-1.917007385120553,-1.8345653186933502,-2.2222479230083487,-1.7616442246133919,-1.6552194201177857,-1.6401487056784265
1,-2.4978348281621434,-2.9790460891231296,-3.1256090386931836,-2.465460000432668,-2.2616594346327874,-2.324823167954227,-2.351831385324634,-1.8850718435210199,-2.099114444650311,-1.8224169771399523,-2.2747336338839697,-3.0296290532735166,-1.993624908136449,-2.9078965308021765,-1.8157645119978
2,-2.234321221261687,-3.0677098042382855,-2.630391051274196,-1.6900696512435414,-1.7765241988806548,-1.9022568243805806,-1.8769336415985818,-2.3634465018203867,-2.9292663315858856,-1.8860362294273494,-2.692102307270417,-1.9453050742020859,-2.8063546367129186,-3.087622341969438,-1.6967007532339258
3,-2.4556228712959887,-2.8025716857739584,-2.2180301497094774,-2.3059249675523055,-2.8183258246853655,-2.665599347310835,-1.8794655419285689,-1.8557287080506537,-2.483880313126926,-2.308397082583128,-1.6598040854031075,-1.885816374382682,-1.6396761448892199,-1.7884739146407638,-1.5142686200101745
4,-2.4841015617856668,-2.7613958696423704,-2.8231130781065605,-2.191799548736774,-2.0220165497969758,-1.978899569220538,-2.0967750290045344,-1.9038344873186734,-1.7406282556536752,-1.8150178887490018,-1.965191785638905,-2.110367339139078,-1.5789226242683987,-1.7472551443557796,-1.690266708438002
5,-2.8364608886540563,-2.5036570647467538,-2.1188502245052656,-2.1873707576034067,-2.196010343304429,-3.026700529512167,-2.2437449281365547,-1.8966766576718548,-2.012691421972067,-3.305164421027092,-2.4535060463381306,-1.814712783637934,-1.7316659794971123,-1.858455288790507,-1.7494578948181745
6,-2.7741833311326447,-3.200677593327975,-2.537540979674768,-2.047090851468926,-1.967464291899823,-2.0995589824290404,-2.744224246726077,-1.9510363700358537,-2.0097921288788005,-2.8502721348228635,-2.578467364913873,-2.0661404539090946,-1.8522490972466588,-2.3185817823169104,-4.745698628356026
7,-2.555922634952562,-2.7615689067439,-2.38035950422349,-2.2172954661268047,-1.8746652919527123,-2.2965332387159174,-2.0888635016480492,-2.330034281078771,-1.8061114919301862,-2.7978349952959065,-2.5179230531519776,-2.3815861238460263,-2.009234105198437,-2.2363766157665177,-1.659548431517545
8,-2.074312572120504,-2.4922724898472697,-2.7346600526035636,-2.741374909644642,-2.2938383602257844,-2.0087499390407806,-2.644553518699163,-1.999611687746025,-2.3048120479525847,-2.145695453778146,-1.916492500899839,-2.277432029113887,-1.7721350818808719,-1.671098226035062,-1.8787062496964964
9,-2.343164495337059,-3.556967407193254,-2.629209871390307,-1.8833367037880675,-2.039992869256848,-2.356287269559696,-2.7428479697067822,-1.7279502362823052,-2.146557355068563,-1.836121228434479,-2.3393337882607566,-1.6169958354274157,-1.6992623702352763,-1.6937237168224935,-2.31248294036544
10,-2.1322999145163095,-1.4933271975691467,-1.401829674365341,-1.2528678741084494,-1.1779959807931102,-1.110617129617577,-1.015354363374069,-0.9579281137309603,-1.4605065654699,-0.8702976421016023,-0.8600233204057375,-0.8587697815696339,-0.9679073378587337,-0.7816954807542444,-0.8001649606120902
11,-3.4802722192101916,-2.470968403803494,-2.25055038667528,-1.7643183171479262,-1.9150756275859862,-1.8398759620326925,-1.93854947274694,-1.9747764199676565,-1.8062119315438492,-1.651920714528835,-1.6434345061505409,-1.900192831269603,-1.8853926860134154,-1.7148646433403116,-1.5442969178354988
12,-3.564299035731418,-3.428135633043188,-3.020655997345762,-3.125935404856189,-2.6077155389995785,-2.5389102201693934,-2.565611873262148,-2.442050395198946,-2.218224107387417,-2.2086948892526372,-2.25895135421,-2.1259587023946764,-2.03220136109157,-1.9280373979874257,-1.9600323005823717
13,-2.8982993370992935,-2.848681154023904,-2.4900889659275576,-2.197486718034186,-1.9601964708111805,-2.192029616388852,-1.9927214317651292,-1.9140068562167634,-1.6520783230537273,-1.812770951575335,-1.5361690938636798,-2.0207081734022783,-1.7351923471666708,-1.6054167019607126,-1.5872239035740436
14,-3.1415743594610572,-2.5832991393597946,-2.4924605625014125,-2.1398215930010056,-2.1789733093076022,-1.9161987818996866,-3.0753320742793067,-2.4102931062105526,-1.9509141385101822,-2.279748420382378,-2.0636091212469507,-1.8281149716394192,-1.7609901248810094,-1.7278732653358544,-1.7016878481152147
15,-2.897180671312438,-2.847585699188307,-2.5164958616895055,-2.3213628331818907,-2.0524257511151496,-2.1339491622526743,-1.879151448087714,-2.165712495272036,-1.6932214940586632,-1.738252195755086,-1.6619785501954338,-1.8263376870251806,-1.7348967107843212,-1.60368516589632,-1.70256192835099
16,-3.0192715416656632,-2.714456034840543,-3.0029283298333707,-2.7373882471875293,-2.5793127712363795,-2.469763754686554,-2.170893948505357,-2.1879174046447103,-2.1520872400035915,-1.9808842380381988,-1.7577692776620317,-1.7512716700490505,-2.6174727688445105,-1.6052566210288475,-2.4698654883284292
17,-3.184847980391997,-2.866009111964736,-2.7769886262212022,-2.7493461800916204,-2.1339474058400785,-3.0960404179939953,-2.1471850087982634,-1.962859952520924,-1.968338530014607,-1.8848024941136519,-1.8440244508889476,-2.227418669870444,-1.9910368978118695,-1.9931486557700586,-1.6927436566511938
18,-2.8608354525268207,-2.5506969542664844,-2.53129899253702,-2.1042461038697944,-2.0629149232481896,-1.9039405099177265,-1.8492557651471178,-1.704929744490787,-1.902817267563241,-1.9198666551423982,-2.1904672183620293,-1.9486653455852991,-2.148444898927675,-2.7674429406357355,-1.6597232359674283
19,-2.285524126227111,-3.685162183094849,-2.991233228257549,-3.163428794498237,-2.7885558988390686,-2.3777273368333667,-2.286073523167587,-2.6678165999930066,-2.2846604563773325,-2.1807015855018186,-2.2186251957141603,-1.952237212610548,-1.9719457191253609,-1.9852220460933496,-1.7897080978845314
20,-3.311864656146487,-2.5154243265447422,-2.433733843805009,-2.333551431586705,-2.566532772252246,-2.103464713179217,-2.119321812461147,-1.7850112635417437,-1.8805987780639626,-1.6589654968153102,-2.045043247934847,-1.5920735191320359,-1.6929852681937456,-1.6018747843493186,-2.215734025202367
21,-3.1490370869434425,-2.980919189642279,-2.2686010938824475,-2.431350998250254,-2.3735982894032994,-2.5595203748398814,-2.151189009355634,-1.9055439838874506,-2.1374537000927667,-1.7953519579633297,-2.2770260996324634,-1.9755616699920477,-1.805190116254638,-1.7242463421667622,-2.6388753582786086
22,-3.3497693163981275,-2.8997201038393516,-2.228123592583149,-1.824570532821764,-2.3442577114359326,-1.9589879348230679,-1.7960860579102218,-1.5912665818898344,-2.227066474594868,-1.673305867194638,-2.520575077449677,-1.4967805854347538,-2.0517875036444027,-2.44766141523885,-2.6990210975922992
23,-2.5717692263814667,-3.0313534277700604,-2.632160466990339,-1.9699923943760893,-2.102143811680513,-1.9266611014456618,-1.752958387606745,-1.6350062329479655,-1.6209194540387395,-1.7456558854381103,-2.62770157697162,-1.65298090399028,-1.7140661364413783,-1.6238824065768873,-1.636176830863911
24,-1.6844521636488976,-2.1832691917829914,-2.0594105344648646,-1.8003536636355615,-1.6371086788347313,-1.9057778804760923,-2.172244661007439,-2.8316417263861293,-1.4953945212237958,-2.0069253629195978,-1.6219974497486527,-1.5685944460954593,-1.0473197664955425,-1.8226645786284421,-1.5953349600014581
25,-2.1777032886018763,-2.9776825616893623,-1.9381272696930707,-2.6259163225103763,-2.4652992347595974,-1.8860672980897297,-1.6478191816382364,-2.4362690487603675,-1.9683039018047968,-2.7258912280154988,-1.7226401481955924,-1.7535163960692621,-1.7560574490699632,-2.0760297729059447,-1.504091975257059
26,-3.6646075596557197,-3.301065477818092,-2.492632098396297,-1.861347746054763,-2.3201911771122035,-2.110383297244428,-1.804915291680585,-1.530875299279252,-1.8082279072430365,-1.8323139750107933,-1.6615952425751246,-1.5249193606680536,-1.681054963615407,-2.251561698366617,-1.6314477481897967
27,-3.398232005855226,-2.6823287865507117,-2.1668085493244273,-2.7624296390005494,-2.166177288274517,-1.842679596274907,-1.6726871159782442,-1.726122491628806,-1.78301315646315,-1.8466153809458248,-1.557513125030499,-1.7089241082400473,-1.6497059018958964,-1.7891344570246732,-1.4726514629942258
28,-2.7418976657381444,-2.353711618671142,-2.5011353799969553,-2.135479076037781,-2.0237466855879567,-1.727750972957441,-1.9055404903266056,-2.317215439371828,-1.8083061437520855,-1.5752952037548797,-1.711247328046305,-1.689519907064303,-1.5825712667604814,-1.482835139546601,-1.6536903983169569
